,mean_DE1,median_DE1,std_DE1,recorder_DE1,recorder_best1,mean_DE2,median_DE2,std_DE2,recorder_DE2,recorder_best2,mean_DE3,median_DE3,std_DE3,recorder_DE3,recorder_best3,mean_pso,median_pso,std_pso,recorder_pso,recorder_pso_best
0,0.007030317815475584,0.0042753763781488985,0.00641667159986463,"[0.014384837007781925, 0.01700270087487965, 0.01885556839334157, 0.007665498590144537, 0.0016332641785581359, 0.001060006680276615, 0.005655617887928344, 0.004895274055007448, 0.003655478701290349, 0.00869494696356199, 0.002585238685266944, 0.0016950161690889587, 0.00013640316724838897, 0.002859856976760611, 0.0018793504427918606, 0.025682365818047614, 3.573428142544799e-05, 0.002366248701440199, 0.005311620409292672, 0.010402373949846222, 0.002740197587819182, 0.0019386333729656258, 0.00988516935962025, 0.01796905970361351, 0.012011646891819439, 0.0034141174594761736, 0.0026601902316585324, 0.011953508613977704, 0.009663587039126398, 0.0022160222702112264]",3.573428142544799e-05,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.09516480753670974,0.10037893678773102,0.030564908900781926,"[0.06825320638330368, 0.05944379112170495, 0.11862572514165493, 0.12275583139878599, 0.1101700188734469, 0.06697601183824631, 0.09585928762218998, 0.10858706489097081, 0.11305358296778856, 0.10700565978954657, 0.07649510930367143, 0.0804080835059846, 0.04275552561782625, 0.09025393781095303, 0.08902999619938079, 0.09926160630879188, 0.10987604751532842, 0.11855841021679758, 0.1394037886917907, 0.13456964683274641, 0.07530672228145718, 0.14724467691032395, 0.1484238761727834, 0.042613047216569555, 0.03732892596899973, 0.11793359159283945, 0.10149626726667016, 0.04965290720441118, 0.11032739170200756, 0.0732744877543201]",0.03732892596899973,1.2145393139525518,1.3312758990548526,0.5691693556125149,"[array([0.4936114]), array([0.43317749]), array([2.17827304]), array([1.77517154]), array([0.75226373]), array([1.36572908]), array([0.54291972]), array([0.49209007]), array([0.2479953]), array([2.10709925]), array([1.11172242]), array([0.20769009]), array([1.88863872]), array([0.99559369]), array([1.44235053]), array([1.46843545]), array([0.50817762]), array([0.74960963]), array([0.90434332]), array([1.98626556]), array([1.63220288]), array([1.26861895]), array([1.63583247]), array([1.34231974]), array([1.41404007]), array([1.54010322]), array([1.32023205]), array([1.75581842]), array([1.90374696]), array([0.97210699])]",[0.20769009]
